user_id,username,email,first_name,last_name,date_joined,customer_segment,is_returning_flag,preferred_device
6037,meera.verma.9f7f07,meera.verma.9f7f07@trendlytics.io,Meera,Verma,2026-08-07 20:58:21.924496,budget,0,desktop
6038,ananya.patel.ca2f44,ananya.patel.ca2f44@trendlytics.io,Ananya,Patel,2026-08-27 20:58:21.924496,trendsetter,0,mobile
6039,karan.verma.1d92e3,karan.verma.1d92e3@trendlytics.io,Karan,Verma,2026-08-08 20:58:21.924496,trendsetter,1,mobile
6040,karan.iyer.8af97e,karan.iyer.8af97e@trendlytics.io,Karan,Iyer,2026-08-02 20:58:21.924496,budget,0,mobile
6041,riya.das.956e5b,riya.das.956e5b@trendlytics.io,Riya,Das,2026-08-29 20:58:21.924496,trendsetter,1,mobile
6042,ananya.sen.c8255e,ananya.sen.c8255e@trendlytics.io,Ananya,Sen,2026-08-03 20:58:21.924496,trendsetter,0,desktop
6043,sneha.reddy.b62301,sneha.reddy.b62301@trendlytics.io,Sneha,Reddy,2026-08-20 20:58:21.924496,trendsetter,1,desktop
6044,vikram.gupta.ce15f1,vikram.gupta.ce15f1@trendlytics.io,Vikram,Gupta,2026-08-25 20:58:21.924496,luxury,1,mobile
6045,meera.mehta.c38ab9,meera.mehta.c38ab9@trendlytics.io,Meera,Mehta,2026-08-23 20:58:21.924496,budget,0,desktop
6046,rahul.kapoor.d73a27,rahul.kapoor.d73a27@trendlytics.io,Rahul,Kapoor,2026-08-19 20:58:21.924496,luxury,0,desktop
6047,vikram.patel.f7396a,vikram.patel.f7396a@trendlytics.io,Vikram,Patel,2026-08-14 20:58:21.924496,occasional,0,mobile
6048,priya.singh.9e58ad,priya.singh.9e58ad@trendlytics.io,Priya,Singh,2026-08-24 20:58:21.924496,luxury,1,mobile
6049,aarav.iyer.febfb5,aarav.iyer.febfb5@trendlytics.io,Aarav,Iyer,2026-08-26 20:58:21.924496,trendsetter,0,mobile
6050,priya.banerjee.332056,priya.banerjee.332056@trendlytics.io,Priya,Banerjee,2026-08-17 20:58:21.924496,luxury,0,mobile
6051,vikram.nair.dfbc91,vikram.nair.dfbc91@trendlytics.io,Vikram,Nair,2026-08-01 20:58:21.924496,budget,0,mobile
6052,sneha.verma.54b791,sneha.verma.54b791@trendlytics.io,Sneha,Verma,2026-08-13 20:58:21.924496,occasional,1,mobile
6053,priya.chopra.82213a,priya.chopra.82213a@trendlytics.io,Priya,Chopra,2026-08-11 20:58:21.924496,trendsetter,0,desktop
6054,pooja.sen.c1737b,pooja.sen.c1737b@trendlytics.io,Pooja,Sen,2026-08-29 20:58:21.924496,occasional,0,desktop
6055,karan.mehta.9d0867,karan.mehta.9d0867@trendlytics.io,Karan,Mehta,2026-08-29 20:58:21.924496,budget,1,mobile
6056,pooja.singh.f25f2d,pooja.singh.f25f2d@trendlytics.io,Pooja,Singh,2026-08-04 20:58:21.924496,occasional,0,mobile
6057,kabir.kapoor.f63da2,kabir.kapoor.f63da2@trendlytics.io,Kabir,Kapoor,2026-08-24 20:58:21.924496,luxury,0,mobile
6058,tanvi.iyer.6199a1,tanvi.iyer.6199a1@trendlytics.io,Tanvi,Iyer,2026-08-05 20:58:21.924496,occasional,0,desktop
6059,tanvi.verma.e4281b,tanvi.verma.e4281b@trendlytics.io,Tanvi,Verma,2026-08-04 20:58:21.924496,trendsetter,0,mobile
6060,riya.singh.d795bb,riya.singh.d795bb@trendlytics.io,Riya,Singh,2026-08-04 20:58:21.924496,budget,1,desktop
6061,neha.banerjee.fd8b79,neha.banerjee.fd8b79@trendlytics.io,Neha,Banerjee,2026-08-07 20:58:21.924496,budget,1,mobile
6062,vikram.singh.d38616,vikram.singh.d38616@trendlytics.io,Vikram,Singh,2026-08-06 20:58:21.924496,luxury,0,mobile
6063,priya.singh.01d10d,priya.singh.01d10d@trendlytics.io,Priya,Singh,2026-08-18 20:58:21.924496,trendsetter,1,mobile
6064,meera.verma.53ce3f,meera.verma.53ce3f@trendlytics.io,Meera,Verma,2026-08-08 20:58:21.924496,luxury,0,mobile
6065,neha.joshi.7d58dd,neha.joshi.7d58dd@trendlytics.io,Neha,Joshi,2026-08-10 20:58:21.924496,occasional,1,tablet
6066,rohan.sharma.c0e8c7,rohan.sharma.c0e8c7@trendlytics.io,Rohan,Sharma,2026-08-04 20:58:21.924496,trendsetter,0,mobile
6067,sneha.verma.727546,sneha.verma.727546@trendlytics.io,Sneha,Verma,2026-08-21 20:58:21.924496,trendsetter,1,desktop
6068,sneha.mehta.0cacd0,sneha.mehta.0cacd0@trendlytics.io,Sneha,Mehta,2026-08-25 20:58:21.924496,budget,1,mobile
6069,meera.joshi.7c1bb9,meera.joshi.7c1bb9@trendlytics.io,Meera,Joshi,2026-08-11 20:58:21.924496,budget,1,tablet
6070,riya.patel.6695f5,riya.patel.6695f5@trendlytics.io,Riya,Patel,2026-08-01 20:58:21.924496,luxury,1,mobile
6071,priya.nair.8fae04,priya.nair.8fae04@trendlytics.io,Priya,Nair,2026-08-28 20:58:21.924496,budget,0,mobile
6072,neha.gupta.6bbe1b,neha.gupta.6bbe1b@trendlytics.io,Neha,Gupta,2026-08-26 20:58:21.924496,occasional,0,desktop
6073,arjun.sharma.f2a81f,arjun.sharma.f2a81f@trendlytics.io,Arjun,Sharma,2026-08-10 20:58:21.924496,trendsetter,0,mobile
6074,arjun.chopra.462559,arjun.chopra.462559@trendlytics.io,Arjun,Chopra,2026-08-02 20:58:21.924496,luxury,1,tablet
6075,meera.kapoor.ea3c46,meera.kapoor.ea3c46@trendlytics.io,Meera,Kapoor,2026-08-01 20:58:21.924496,luxury,0,mobile
6076,tanvi.patel.a25818,tanvi.patel.a25818@trendlytics.io,Tanvi,Patel,2026-08-01 20:58:21.924496,trendsetter,0,mobile
6077,riya.kapoor.ca37f3,riya.kapoor.ca37f3@trendlytics.io,Riya,Kapoor,2026-08-03 20:58:21.924496,occasional,0,desktop
6078,pooja.singh.a26ffa,pooja.singh.a26ffa@trendlytics.io,Pooja,Singh,2026-07-31 20:58:21.924496,trendsetter,0,mobile
6079,ananya.das.6eb0fe,ananya.das.6eb0fe@trendlytics.io,Ananya,Das,2026-08-04 20:58:21.924496,occasional,0,desktop
6080,rohan.singh.74ee9e,rohan.singh.74ee9e@trendlytics.io,Rohan,Singh,2026-08-16 20:58:21.924496,occasional,0,mobile
6081,sneha.nair.6ca77b,sneha.nair.6ca77b@trendlytics.io,Sneha,Nair,2026-08-28 20:58:21.924496,luxury,0,desktop
6082,rohan.reddy.d451aa,rohan.reddy.d451aa@trendlytics.io,Rohan,Reddy,2026-08-10 20:58:21.924496,occasional,0,desktop
6083,arjun.patel.81b54f,arjun.patel.81b54f@trendlytics.io,Arjun,Patel,2026-08-24 20:58:21.924496,trendsetter,0,mobile
6084,priya.nair.4a994d,priya.nair.4a994d@trendlytics.io,Priya,Nair,2026-08-05 20:58:21.924496,budget,0,desktop
6085,karan.banerjee.ed01ca,karan.banerjee.ed01ca@trendlytics.io,Karan,Banerjee,2026-08-08 20:58:21.924496,budget,1,mobile
6086,pooja.das.33a11c,pooja.das.33a11c@trendlytics.io,Pooja,Das,2026-08-04 20:58:21.924496,luxury,0,mobile
6087,riya.kapoor.d08808,riya.kapoor.d08808@trendlytics.io,Riya,Kapoor,2026-08-29 20:58:21.924496,trendsetter,0,mobile
6088,arjun.mehta.da8f53,arjun.mehta.da8f53@trendlytics.io,Arjun,Mehta,2026-08-18 20:58:21.924496,occasional,0,mobile
6089,karan.iyer.31240a,karan.iyer.31240a@trendlytics.io,Karan,Iyer,2026-07-30 20:58:21.924496,trendsetter,0,mobile
6090,aditya.das.3cff21,aditya.das.3cff21@trendlytics.io,Aditya,Das,2026-08-24 20:58:21.924496,trendsetter,0,desktop
6091,priya.sharma.4e3309,priya.sharma.4e3309@trendlytics.io,Priya,Sharma,2026-08-06 20:58:21.924496,trendsetter,0,desktop
6092,riya.patel.a6d847,riya.patel.a6d847@trendlytics.io,Riya,Patel,2026-08-19 20:58:21.924496,trendsetter,0,tablet
6093,ananya.patel.8ac969,ananya.patel.8ac969@trendlytics.io,Ananya,Patel,2026-08-06 20:58:21.924496,luxury,0,tablet
6094,tanvi.nair.339147,tanvi.nair.339147@trendlytics.io,Tanvi,Nair,2026-08-06 20:58:21.924496,budget,0,mobile
6095,kabir.sharma.1c8aac,kabir.sharma.1c8aac@trendlytics.io,Kabir,Sharma,2026-07-31 20:58:21.924496,trendsetter,1,mobile
6096,tanvi.chopra.aef76f,tanvi.chopra.aef76f@trendlytics.io,Tanvi,Chopra,2026-08-29 20:58:21.924496,luxury,0,mobile
6097,neha.reddy.2c2078,neha.reddy.2c2078@trendlytics.io,Neha,Reddy,2026-08-11 20:58:21.924496,budget,0,mobile
6098,priya.chopra.19b124,priya.chopra.19b124@trendlytics.io,Priya,Chopra,2026-08-14 20:58:21.924496,occasional,0,mobile
6099,rahul.singh.2f7a70,rahul.singh.2f7a70@trendlytics.io,Rahul,Singh,2026-08-22 20:58:21.924496,occasional,1,mobile
6100,aditya.nair.d60293,aditya.nair.d60293@trendlytics.io,Aditya,Nair,2026-08-13 20:58:21.924496,budget,1,mobile
6101,arjun.banerjee.628d9b,arjun.banerjee.628d9b@trendlytics.io,Arjun,Banerjee,2026-08-14 20:58:21.924496,trendsetter,0,mobile
6102,meera.nair.9d4b8d,meera.nair.9d4b8d@trendlytics.io,Meera,Nair,2026-08-09 20:58:21.924496,luxury,0,mobile
6103,priya.kapoor.6fba49,priya.kapoor.6fba49@trendlytics.io,Priya,Kapoor,2026-08-01 20:58:21.924496,trendsetter,0,mobile
6104,tanvi.das.648603,tanvi.das.648603@trendlytics.io,Tanvi,Das,2026-08-28 20:58:21.924496,occasional,0,mobile
6105,karan.sen.a353d0,karan.sen.a353d0@trendlytics.io,Karan,Sen,2026-08-03 20:58:21.924496,trendsetter,0,desktop
6106,pooja.nair.29307e,pooja.nair.29307e@trendlytics.io,Pooja,Nair,2026-08-11 20:58:21.924496,luxury,0,mobile
6107,kabir.reddy.26eb76,kabir.reddy.26eb76@trendlytics.io,Kabir,Reddy,2026-07-31 20:58:21.924496,occasional,0,mobile
6108,rohan.verma.7eecae,rohan.verma.7eecae@trendlytics.io,Rohan,Verma,2026-08-03 20:58:21.924496,luxury,0,mobile
6109,karan.verma.bc946c,karan.verma.bc946c@trendlytics.io,Karan,Verma,2026-08-20 20:58:21.924496,luxury,1,desktop
6110,sneha.iyer.a646f2,sneha.iyer.a646f2@trendlytics.io,Sneha,Iyer,2026-08-27 20:58:21.924496,luxury,0,mobile
6111,neha.patel.4a1bcf,neha.patel.4a1bcf@trendlytics.io,Neha,Patel,2026-08-04 20:58:21.924496,trendsetter,0,desktop
6112,priya.das.cacfa5,priya.das.cacfa5@trendlytics.io,Priya,Das,2026-08-21 20:58:21.924496,trendsetter,1,tablet
6113,neha.joshi.1d5650,neha.joshi.1d5650@trendlytics.io,Neha,Joshi,2026-08-13 20:58:21.924496,budget,0,tablet
6114,tanvi.mehta.944951,tanvi.mehta.944951@trendlytics.io,Tanvi,Mehta,2026-08-17 20:58:21.924496,occasional,1,desktop
6115,karan.nair.603b7d,karan.nair.603b7d@trendlytics.io,Karan,Nair,2026-08-24 20:58:21.924496,occasional,0,mobile
6116,sneha.iyer.9f73d0,sneha.iyer.9f73d0@trendlytics.io,Sneha,Iyer,2026-08-07 20:58:21.924496,trendsetter,1,mobile
6117,aarav.kapoor.aadcf3,aarav.kapoor.aadcf3@trendlytics.io,Aarav,Kapoor,2026-08-11 20:58:21.924496,luxury,0,desktop
6118,rohan.kapoor.13272a,rohan.kapoor.13272a@trendlytics.io,Rohan,Kapoor,2026-08-14 20:58:21.924496,trendsetter,0,mobile
6119,tanvi.kapoor.439b17,tanvi.kapoor.439b17@trendlytics.io,Tanvi,Kapoor,2026-08-21 20:58:21.924496,luxury,0,tablet
6120,priya.mehta.09cd80,priya.mehta.09cd80@trendlytics.io,Priya,Mehta,2026-08-27 20:58:21.924496,trendsetter,1,mobile
6121,rahul.verma.b93fb6,rahul.verma.b93fb6@trendlytics.io,Rahul,Verma,2026-08-22 20:58:21.924496,budget,1,tablet
6122,karan.nair.7d769b,karan.nair.7d769b@trendlytics.io,Karan,Nair,2026-08-26 20:58:21.924496,trendsetter,1,mobile
6123,neha.kapoor.47b330,neha.kapoor.47b330@trendlytics.io,Neha,Kapoor,2026-08-12 20:58:21.924496,occasional,1,mobile
6124,rahul.nair.6542e4,rahul.nair.6542e4@trendlytics.io,Rahul,Nair,2026-08-15 20:58:21.924496,luxury,0,desktop
6125,sneha.joshi.c89347,sneha.joshi.c89347@trendlytics.io,Sneha,Joshi,2026-08-20 20:58:21.924496,occasional,1,mobile
6126,pooja.reddy.bba3ea,pooja.reddy.bba3ea@trendlytics.io,Pooja,Reddy,2026-08-19 20:58:21.924496,luxury,1,mobile
6127,priya.mehta.40c532,priya.mehta.40c532@trendlytics.io,Priya,Mehta,2026-08-24 20:58:21.924496,luxury,0,mobile
6128,karan.joshi.78ed3b,karan.joshi.78ed3b@trendlytics.io,Karan,Joshi,2026-08-26 20:58:21.924496,budget,0,mobile
6129,vikram.nair.a6ac05,vikram.nair.a6ac05@trendlytics.io,Vikram,Nair,2026-08-20 20:58:21.924496,luxury,1,mobile
6130,rohan.reddy.e78eab,rohan.reddy.e78eab@trendlytics.io,Rohan,Reddy,2026-08-26 20:58:21.924496,occasional,0,mobile
6131,rohan.sen.b5b185,rohan.sen.b5b185@trendlytics.io,Rohan,Sen,2026-08-29 20:58:21.924496,luxury,1,mobile
6132,pooja.iyer.13b2ed,pooja.iyer.13b2ed@trendlytics.io,Pooja,Iyer,2026-08-01 20:58:21.924496,luxury,1,mobile
6133,neha.sen.e8b470,neha.sen.e8b470@trendlytics.io,Neha,Sen,2026-08-12 20:58:21.924496,trendsetter,1,desktop
6134,aditya.mehta.dd74d7,aditya.mehta.dd74d7@trendlytics.io,Aditya,Mehta,2026-08-21 20:58:21.924496,occasional,1,mobile
6135,riya.chopra.69af47,riya.chopra.69af47@trendlytics.io,Riya,Chopra,2026-08-20 20:58:21.924496,occasional,1,desktop
6136,rahul.verma.7a7ec1,rahul.verma.7a7ec1@trendlytics.io,Rahul,Verma,2026-08-25 20:58:21.924496,occasional,1,mobile
6137,meera.nair.404193,meera.nair.404193@trendlytics.io,Meera,Nair,2026-08-22 20:58:21.924496,occasional,1,desktop
6138,riya.joshi.39a0d2,riya.joshi.39a0d2@trendlytics.io,Riya,Joshi,2026-08-20 20:58:21.924496,occasional,0,mobile
6139,karan.patel.875b67,karan.patel.875b67@trendlytics.io,Karan,Patel,2026-08-16 20:58:21.924496,trendsetter,0,mobile
6140,riya.iyer.240c4b,riya.iyer.240c4b@trendlytics.io,Riya,Iyer,2026-08-15 20:58:21.924496,occasional,0,mobile
6141,tanvi.joshi.fa8ea9,tanvi.joshi.fa8ea9@trendlytics.io,Tanvi,Joshi,2026-08-12 20:58:21.924496,occasional,0,mobile
6142,rahul.singh.292a59,rahul.singh.292a59@trendlytics.io,Rahul,Singh,2026-07-31 20:58:21.924496,luxury,1,mobile
6143,neha.patel.d0531b,neha.patel.d0531b@trendlytics.io,Neha,Patel,2026-08-17 20:58:21.924496,occasional,1,mobile
6144,kabir.joshi.316483,kabir.joshi.316483@trendlytics.io,Kabir,Joshi,2026-07-31 20:58:21.924496,budget,1,desktop
6145,sneha.kapoor.1688de,sneha.kapoor.1688de@trendlytics.io,Sneha,Kapoor,2026-08-12 20:58:21.924496,trendsetter,1,desktop
6146,rohan.reddy.77f6f1,rohan.reddy.77f6f1@trendlytics.io,Rohan,Reddy,2026-08-04 20:58:21.924496,budget,0,mobile
6147,vikram.chopra.0c15ed,vikram.chopra.0c15ed@trendlytics.io,Vikram,Chopra,2026-08-18 20:58:21.924496,budget,0,mobile
6148,priya.kapoor.afa91e,priya.kapoor.afa91e@trendlytics.io,Priya,Kapoor,2026-08-20 20:58:21.924496,luxury,1,desktop
6149,tanvi.singh.004c42,tanvi.singh.004c42@trendlytics.io,Tanvi,Singh,2026-08-28 20:58:21.924496,budget,0,mobile
6150,ananya.nair.ea7437,ananya.nair.ea7437@trendlytics.io,Ananya,Nair,2026-08-23 20:58:21.924496,occasional,0,desktop
6151,aarav.singh.e61bce,aarav.singh.e61bce@trendlytics.io,Aarav,Singh,2026-08-08 20:58:21.924496,luxury,1,desktop
6152,pooja.nair.f4d6ed,pooja.nair.f4d6ed@trendlytics.io,Pooja,Nair,2026-08-14 20:58:21.924496,occasional,0,desktop
6153,arjun.gupta.238597,arjun.gupta.238597@trendlytics.io,Arjun,Gupta,2026-08-18 20:58:21.924496,budget,0,tablet
6154,neha.reddy.ab2975,neha.reddy.ab2975@trendlytics.io,Neha,Reddy,2026-07-30 20:58:21.924496,occasional,0,mobile
6155,priya.verma.4bc06b,priya.verma.4bc06b@trendlytics.io,Priya,Verma,2026-08-21 20:58:21.924496,budget,0,desktop
6156,neha.reddy.6c65ec,neha.reddy.6c65ec@trendlytics.io,Neha,Reddy,2026-08-08 20:58:21.924496,occasional,0,mobile
6157,arjun.mehta.d8216e,arjun.mehta.d8216e@trendlytics.io,Arjun,Mehta,2026-08-12 20:58:21.924496,budget,0,mobile
6158,sneha.sen.5d1eab,sneha.sen.5d1eab@trendlytics.io,Sneha,Sen,2026-08-08 20:58:21.924496,occasional,0,mobile
6159,aditya.gupta.14cd55,aditya.gupta.14cd55@trendlytics.io,Aditya,Gupta,2026-08-08 20:58:21.924496,luxury,0,desktop
6160,sneha.gupta.3b87c3,sneha.gupta.3b87c3@trendlytics.io,Sneha,Gupta,2026-08-17 20:58:21.924496,luxury,0,desktop
6161,rahul.singh.444006,rahul.singh.444006@trendlytics.io,Rahul,Singh,2026-08-24 20:58:21.924496,luxury,0,desktop
6162,aditya.singh.375e50,aditya.singh.375e50@trendlytics.io,Aditya,Singh,2026-08-25 20:58:21.924496,luxury,0,desktop
6163,rahul.banerjee.c76e70,rahul.banerjee.c76e70@trendlytics.io,Rahul,Banerjee,2026-08-22 20:58:21.924496,trendsetter,1,mobile
6164,sneha.sharma.b1b376,sneha.sharma.b1b376@trendlytics.io,Sneha,Sharma,2026-08-17 20:58:21.924496,occasional,0,mobile
6165,meera.iyer.d7f7f0,meera.iyer.d7f7f0@trendlytics.io,Meera,Iyer,2026-08-17 20:58:21.924496,budget,0,mobile
6166,rahul.kapoor.0324f6,rahul.kapoor.0324f6@trendlytics.io,Rahul,Kapoor,2026-08-03 20:58:21.924496,occasional,0,desktop
6167,kabir.mehta.7cb276,kabir.mehta.7cb276@trendlytics.io,Kabir,Mehta,2026-08-12 20:58:21.924496,luxury,0,mobile
6168,priya.sen.9acc0e,priya.sen.9acc0e@trendlytics.io,Priya,Sen,2026-08-12 20:58:21.924496,budget,1,mobile
6169,vikram.verma.987f89,vikram.verma.987f89@trendlytics.io,Vikram,Verma,2026-08-04 20:58:21.924496,occasional,0,mobile
6170,arjun.iyer.b736c1,arjun.iyer.b736c1@trendlytics.io,Arjun,Iyer,2026-08-22 20:58:21.924496,occasional,1,desktop
6171,pooja.nair.5d2a6c,pooja.nair.5d2a6c@trendlytics.io,Pooja,Nair,2026-08-19 20:58:21.924496,trendsetter,0,mobile
6172,tanvi.iyer.46e787,tanvi.iyer.46e787@trendlytics.io,Tanvi,Iyer,2026-07-30 20:58:21.924496,luxury,1,desktop
6173,pooja.reddy.f802c7,pooja.reddy.f802c7@trendlytics.io,Pooja,Reddy,2026-08-10 20:58:21.924496,luxury,0,desktop
6174,ananya.gupta.23e45b,ananya.gupta.23e45b@trendlytics.io,Ananya,Gupta,2026-07-30 20:58:21.924496,luxury,1,mobile
6175,sneha.gupta.38a585,sneha.gupta.38a585@trendlytics.io,Sneha,Gupta,2026-08-05 20:58:21.924496,trendsetter,0,desktop
6176,meera.joshi.e8686b,meera.joshi.e8686b@trendlytics.io,Meera,Joshi,2026-08-08 20:58:21.924496,trendsetter,0,mobile
6177,rahul.gupta.b02478,rahul.gupta.b02478@trendlytics.io,Rahul,Gupta,2026-08-18 20:58:21.924496,occasional,0,desktop
6178,pooja.kapoor.ce5af0,pooja.kapoor.ce5af0@trendlytics.io,Pooja,Kapoor,2026-08-22 20:58:21.924496,budget,1,tablet
6179,kabir.kapoor.3702ec,kabir.kapoor.3702ec@trendlytics.io,Kabir,Kapoor,2026-08-13 20:58:21.924496,budget,1,desktop
6180,tanvi.gupta.114ae0,tanvi.gupta.114ae0@trendlytics.io,Tanvi,Gupta,2026-08-29 20:58:21.924496,budget,0,mobile
6181,ananya.sharma.b03194,ananya.sharma.b03194@trendlytics.io,Ananya,Sharma,2026-08-11 20:58:21.924496,luxury,0,mobile
6182,kabir.das.4b04b5,kabir.das.4b04b5@trendlytics.io,Kabir,Das,2026-08-24 20:58:21.924496,luxury,0,mobile
6183,neha.singh.3cd3bd,neha.singh.3cd3bd@trendlytics.io,Neha,Singh,2026-08-14 20:58:21.924496,luxury,1,desktop
6184,aditya.singh.c744db,aditya.singh.c744db@trendlytics.io,Aditya,Singh,2026-08-16 20:58:21.924496,occasional,1,desktop
6185,ananya.mehta.dfafbe,ananya.mehta.dfafbe@trendlytics.io,Ananya,Mehta,2026-08-28 20:58:21.924496,occasional,0,desktop
6186,priya.banerjee.369655,priya.banerjee.369655@trendlytics.io,Priya,Banerjee,2026-08-09 20:58:21.924496,trendsetter,1,mobile
6187,sneha.banerjee.8a0477,sneha.banerjee.8a0477@trendlytics.io,Sneha,Banerjee,2026-08-16 20:58:21.924496,trendsetter,1,mobile
6188,vikram.joshi.0445d7,vikram.joshi.0445d7@trendlytics.io,Vikram,Joshi,2026-08-16 20:58:21.924496,luxury,0,mobile
6189,arjun.das.254bef,arjun.das.254bef@trendlytics.io,Arjun,Das,2026-08-26 20:58:21.924496,budget,0,mobile
6190,rahul.sharma.097731,rahul.sharma.097731@trendlytics.io,Rahul,Sharma,2026-08-04 20:58:21.924496,trendsetter,1,mobile
6191,pooja.reddy.705402,pooja.reddy.705402@trendlytics.io,Pooja,Reddy,2026-08-03 20:58:21.924496,budget,1,desktop
6192,arjun.nair.8be338,arjun.nair.8be338@trendlytics.io,Arjun,Nair,2026-08-18 20:58:21.924496,trendsetter,1,mobile
6193,rahul.patel.54400c,rahul.patel.54400c@trendlytics.io,Rahul,Patel,2026-08-04 20:58:21.924496,luxury,0,mobile
6194,pooja.sen.ba5053,pooja.sen.ba5053@trendlytics.io,Pooja,Sen,2026-08-15 20:58:21.924496,budget,0,mobile
